MolecularFormula,Mass,C,H,O,N,S,P,El_comp,DBE,HC,OC,NC,AI_mod,NOSC,compound_class,log_CIR
C22H35O13P,537.174268,22,35,13,0,0,1,CHOP,5.5,1.5909090909090908,0.5909090909090909,0.0,0.0,-0.6363636363636367,carbohydrate_like,1.1875619272605662
C29H30O10,537.176694,29,30,10,0,0,0,CHO,15.0,1.0344827586206897,0.3448275862068966,0.0,0.4166666666666667,-0.3448275862068968,CRAM,0.8926075054229521
C26H34O12,537.197784013889,26,34,12,0,0,0,CHO,10.0,1.3076923076923077,0.46153846153846156,0.0,0.2,-0.384615384615385,CRAM,1.032781165219626
C27H38O11,537.234159921875,27,38,11,0,0,0,CHO,9.0,1.4074074074074074,0.4074074074074074,0.0,0.16279069767441862,-0.5925925925925926,CRAM,1.0569259919478784
C32H42O3S2,537.250409333333,32,42,3,0,2,0,CHOS,12.0,1.3125,0.09375,0.0,0.2982456140350877,-1.0,CRAM,0.8849335622769339
C25H50O2N2S4,537.26834375,25,50,2,2,4,0,CHONS,2.0,2.0,0.08,0.08,0.0,-1.2800000000000002,lipid_like,1.2455467368551845
C28H42O10,537.270549318182,28,42,10,0,0,0,CHO,8.0,1.5,0.35714285714285715,0.0,0.13043478260869565,-0.7857142857142856,lipid_like,1.1403495485629525
C32H42O7,537.28607,32,42,7,0,0,0,CHO,12.0,1.3125,0.21875,0.0,0.2982456140350877,-0.875,CRAM,0.9553397871966329
C29H47O7P,537.29880625,29,47,7,0,0,1,CHOP,6.5,1.6206896551724137,0.2413793103448276,0.0,0.12244897959183673,-1.3103448275862073,lipid_like,1.1725195970790132
C17H33O6NS6,538.055965,17,33,6,1,6,0,CHONS,2.0,1.9411764705882353,0.35294117647058826,0.058823529411764705,0.0,-0.35294117647058787,lipid_like,1.302647035782456
C22H21O15N,538.083807,22,21,15,1,0,0,CHON,13.0,0.9545454545454546,0.6818181818181818,0.045454545454545456,0.37037037037037035,0.5454545454545454,N_containing,1.2656536810484162
C22H21O15N,538.084091,22,21,15,1,0,0,CHON,13.0,0.9545454545454546,0.6818181818181818,0.045454545454545456,0.37037037037037035,0.5454545454545454,N_containing,1.2656536810484162
C22H22O15,538.091839809524,22,22,15,0,0,0,CHO,12.0,1.0,0.6818181818181818,0.0,0.3103448275862069,0.36363636363636376,other,1.257312914974339
C23H25O14N,538.1201028,23,25,14,1,0,0,CHON,12.0,1.0869565217391304,0.6086956521739131,0.043478260869565216,0.3,0.26086956521739113,N_containing,1.2647918226190376
C23H25O14N,538.1204258,23,25,14,1,0,0,CHON,12.0,1.0869565217391304,0.6086956521739131,0.043478260869565216,0.3,0.26086956521739113,N_containing,1.2647918226190376
C23H26O14,538.128193222222,23,26,14,0,0,0,CHO,11.0,1.1304347826086956,0.6086956521739131,0.0,0.25,0.08695652173913038,other,1.25645105654496
C26H25O8N3S,538.1285935,26,25,8,3,1,0,CHONS,16.0,0.9615384615384616,0.3076923076923077,0.11538461538461539,0.5277777777777778,0.0769230769230771,aromatic,0.9331631623943863
C24H29O13N,538.156538724138,24,29,13,1,0,0,CHON,11.0,1.2083333333333333,0.5416666666666666,0.041666666666666664,0.24242424242424243,0.0,N_containing,1.2632672132639358
C24H29O13N,538.156857,24,29,13,1,0,0,CHON,11.0,1.2083333333333333,0.5416666666666666,0.041666666666666664,0.24242424242424243,0.0,N_containing,1.2632672132639358
C24H30O13,538.164615704545,24,30,13,0,0,0,CHO,10.0,1.25,0.5416666666666666,0.0,0.2,-0.16666666666666696,other,1.2549264471898585
C25H33O12N,538.192940578947,25,33,12,1,0,0,CHON,10.0,1.32,0.48,0.04,0.19444444444444445,-0.2400000000000002,CRAM,1.0697005373576456
C17H39O12N3P2,538.1933252,17,39,12,3,0,2,CHONP,0.0,2.2941176470588234,0.7058823529411765,0.17647058823529413,0.0,-0.9411764705882355,carbohydrate_like,1.1570920121843367
C25H34O12,538.201004538461,25,34,12,0,0,0,CHO,9.0,1.36,0.48,0.0,0.15789473684210525,-0.40000000000000036,CRAM,1.0558931046169013
C26H37O11N,538.229385142857,26,37,11,1,0,0,CHON,9.0,1.4230769230769231,0.4230769230769231,0.038461538461538464,0.15384615384615385,-0.4615384615384617,CRAM,1.094025053310198
C29H38O3N3SP,538.229983,29,38,3,3,1,1,CHONSP,12.5,1.3103448275862069,0.10344827586206896,0.10344827586206896,0.37777777777777777,-0.8965517241379306,CRAM,0.9431782376408024
C26H38O11,538.237453166667,26,38,11,0,0,0,CHO,8.0,1.4615384615384615,0.4230769230769231,0.0,0.12195121951219512,-0.615384615384615,CRAM,1.0802176205694543
C22H42O10N3P,538.253477,22,42,10,3,0,1,CHONP,3.5,1.9090909090909092,0.45454545454545453,0.13636363636363635,0.0,-0.8181818181818183,lipid_like,1.5279856528898401
C24H50O2N2S4,538.271606,24,50,2,2,4,0,CHONS,1.0,2.0833333333333335,0.08333333333333333,0.08333333333333333,0.0,-1.333333333333333,lipid_like,1.1044622630972125
C31H42O7,538.289379,31,42,7,0,0,0,CHO,11.0,1.3548387096774193,0.22580645161290322,0.0,0.2727272727272727,-0.903225806451613,CRAM,0.9793406478428931
C21H16O17,539.0315765,21,16,17,0,0,0,CHO,14.0,0.7619047619047619,0.8095238095238095,0.0,0.44,0.8571428571428572,other,1.2625788147396326
C18H24O11N2S3,539.046796055556,18,24,11,2,3,0,CHONS,8.0,1.3333333333333333,0.6111111111111112,0.1111111111111111,0.0,0.5555555555555554,protein_like,1.0501649938854698
C22H20O16,539.067881461538,22,20,16,0,0,0,CHO,13.0,0.9090909090909091,0.7272727272727273,0.0,0.35714285714285715,0.5454545454545454,other,1.2626757440898522
C25H21O8N2SP,539.06835,25,21,8,2,1,1,CHONSP,16.5,0.84,0.32,0.08,0.6176470588235294,-0.08000000000000007,aromatic,0.8785487249998565
C19H25O16P,539.080711,19,25,16,0,0,1,CHOP,7.5,1.3157894736842106,0.8421052631578947,0.0,0.0,0.10526315789473673,other,1.246355859555596
C26H20O13,539.083162965517,26,20,13,0,0,0,CHO,17.0,0.7692307692307693,0.5,0.0,0.5384615384615384,0.23076923076923084,aromatic,0.8888887251402987
C26H20O13,539.0834665,26,20,13,0,0,0,CHO,17.0,0.7692307692307693,0.5,0.0,0.5384615384615384,0.23076923076923084,aromatic,0.8888887251402987
C23H24O13S,539.086512,23,24,13,0,1,0,CHOS,12.0,1.0434782608695652,0.5652173913043478,0.0,0.2903225806451613,0.17391304347826075,other,1.250293053793232
C16H30O16P2,539.0936035,16,30,16,0,0,2,CHOP,2.0,1.875,1.0,0.0,0.0,-0.5,carbohydrate_like,1.1852993978081428
C18H36O8S5,539.0940142,18,36,8,0,5,0,CHOS,1.0,2.0,0.4444444444444444,0.0,0.0,-0.5555555555555554,lipid_like,1.1552965061579674
C23H24O15,539.104249606061,23,24,15,0,0,0,CHO,12.0,1.0434782608695652,0.6521739130434783,0.0,0.2903225806451613,0.26086956521739113,other,1.2621840199511776
C19H28O14N2S,539.1188,19,28,14,2,1,0,CHONS,7.0,1.4736842105263157,0.7368421052631579,0.10526315789473684,0.0,0.42105263157894735,protein_like,1.103666638512219
C27H24O12,539.1194734,27,24,12,0,0,0,CHO,16.0,0.8888888888888888,0.4444444444444444,0.0,0.47619047619047616,0.0,CRAM,0.8728228699313834
C30H25O4N2SP,539.1198658,30,25,4,2,1,1,CHONSP,19.5,0.8333333333333334,0.13333333333333333,0.06666666666666667,0.6458333333333334,-0.4666666666666668,aromatic,0.8397033706929804
C19H40O7S5,539.130416,19,40,7,0,5,0,CHOS,0.0,2.1052631578947367,0.3684210526315789,0.0,0.0,-0.8421052631578947,lipid_like,1.1776629945301567
C24H29O12P,539.132569027778,24,29,12,0,0,1,CHOP,10.5,1.2083333333333333,0.5,0.0,0.2647058823529412,-0.41666666666666696,other,1.248275297525596
C24H28O14,539.140606350649,24,28,14,0,0,0,CHO,11.0,1.1666666666666667,0.5833333333333334,0.0,0.23529411764705882,0.0,other,1.2610844499415865
C24H28O14,539.14088,24,28,14,0,0,0,CHO,11.0,1.1666666666666667,0.5833333333333334,0.0,0.23529411764705882,0.0,other,1.2610844499415865
C21H33O14P,539.153525,21,33,14,0,0,1,CHOP,5.5,1.5714285714285714,0.6666666666666666,0.0,0.0,-0.4761904761904763,carbohydrate_like,1.1859462530167435
C28H28O11,539.155735777778,28,28,11,0,0,0,CHO,15.0,1.0,0.39285714285714285,0.0,0.4222222222222222,-0.2142857142857144,CRAM,0.896802682323226
C28H28O11,539.156089,28,28,11,0,0,0,CHO,15.0,1.0,0.39285714285714285,0.0,0.4222222222222222,-0.2142857142857144,CRAM,0.896802682323226
C25H33O11P,539.168907145161,25,33,11,0,0,1,CHOP,9.5,1.32,0.44,0.0,0.21621621621621623,-0.6399999999999997,CRAM,1.034996226633396
C25H32O13,539.1769515,25,32,13,0,0,0,CHO,10.0,1.28,0.52,0.0,0.1891891891891892,-0.2400000000000002,other,1.259344254281164
C25H32O13,539.177304,25,32,13,0,0,0,CHO,10.0,1.28,0.52,0.0,0.1891891891891892,-0.2400000000000002,other,1.259344254281164
C36H28O5,539.186632,36,28,5,0,0,0,CHO,23.0,0.7777777777777778,0.1388888888888889,0.0,0.6119402985074627,-0.5,aromatic,0.7785070304092914
C29H32O10,539.192196,29,32,10,0,0,0,CHO,14.0,1.103448275862069,0.3448275862068966,0.0,0.375,-0.4137931034482758,CRAM,0.9199408387562855
C26H37O10P,539.205280245902,26,37,10,0,0,1,CHOP,8.5,1.4230769230769231,0.38461538461538464,0.0,0.175,-0.8461538461538458,CRAM,1.058631153475847
C26H36O12,539.213320787879,26,36,12,0,0,0,CHO,9.0,1.3846153846153846,0.46153846153846156,0.0,0.15,-0.4615384615384617,CRAM,1.0601144985529591
C37H32O4,539.222627,37,32,4,0,0,0,CHO,22.0,0.8648648648648649,0.10810810810810811,0.0,0.5714285714285714,-0.6486486486486482,aromatic,0.798991820581609
C30H36O9,539.228953,30,36,9,0,0,0,CHO,13.0,1.2,0.3,0.0,0.3333333333333333,-0.5999999999999996,CRAM,0.9421032765688228
C31H40O6S,539.247353,31,40,6,0,1,0,CHOS,12.0,1.2903225806451613,0.1935483870967742,0.0,0.2962962962962963,-0.838709677419355,CRAM,0.9391981620935691
C27H40O11,539.249702977778,27,40,11,0,0,0,CHO,8.0,1.4814814814814814,0.4074074074074074,0.0,0.11627906976744186,-0.666666666666667,CRAM,1.0842593252812116
C31H40O8,539.265058,31,40,8,0,0,0,CHO,12.0,1.2903225806451613,0.25806451612903225,0.0,0.2962962962962963,-0.774193548387097,CRAM,0.9631031070312905
C31H40O8,539.265332,31,40,8,0,0,0,CHO,12.0,1.2903225806451613,0.25806451612903225,0.0,0.2962962962962963,-0.774193548387097,CRAM,0.9631031070312905
C28H45O8P,539.278022217391,28,45,8,0,0,1,CHOP,6.5,1.6071428571428572,0.2857142857142857,0.0,0.10869565217391304,-1.2142857142857144,lipid_like,1.1798907660740774
C28H44O10,539.286025,28,44,10,0,0,0,CHO,7.0,1.5714285714285714,0.35714285714285715,0.0,0.08695652173913043,-0.8571428571428568,lipid_like,1.1403495485629525
C15H29O14NSP2,540.071022333333,15,29,14,1,1,2,CHONSP,2.0,1.9333333333333333,0.9333333333333333,0.06666666666666667,0.0,-0.40000000000000036,carbohydrate_like,1.2124983971106453
C21H20O16,540.0713686,21,20,16,0,0,0,CHO,12.0,0.9523809523809523,0.7619047619047619,0.0,0.3076923076923077,0.5714285714285716,other,1.2575412111307567
C25H20O13,540.086368,25,20,13,0,0,0,CHO,16.0,0.8,0.52,0.0,0.5135135135135135,0.2400000000000002,aromatic,0.8901226326595423
C22H23O15N,540.099648833333,22,23,15,1,0,0,CHON,12.0,1.0454545454545454,0.6818181818181818,0.045454545454545456,0.2962962962962963,0.4545454545454546,N_containing,1.2656536810484162
C22H24O15,540.107667576923,22,24,15,0,0,0,CHO,11.0,1.0909090909090908,0.6818181818181818,0.0,0.2413793103448276,0.27272727272727293,other,1.257312914974339
C18H39O5NS6,540.108043,18,39,5,1,6,0,CHONS,0.0,2.1666666666666665,0.2777777777777778,0.05555555555555555,0.0,-0.7777777777777777,lipid_like,1.184715648883878
C26H23O12N,540.1147065,26,23,12,1,0,0,CHON,16.0,0.8846153846153846,0.46153846153846156,0.038461538461538464,0.5,0.15384615384615374,aromatic,0.9317885979603701
C23H29O12P,540.135841346154,23,29,12,0,0,1,CHOP,9.5,1.2608695652173914,0.5217391304347826,0.0,0.21875,-0.43478260869565233,other,1.2436419041289695
C23H27O14N,540.1361588,23,27,14,1,0,0,CHON,11.0,1.173913043478261,0.6086956521739131,0.043478260869565216,0.23333333333333334,0.17391304347826075,N_containing,1.2647918226190376
C23H28O14,540.14400604878,23,28,14,0,0,0,CHO,10.0,1.2173913043478262,0.6086956521739131,0.0,0.1875,0.0,other,1.25645105654496
C23H28O14,540.144319,23,28,14,0,0,0,CHO,10.0,1.2173913043478262,0.6086956521739131,0.0,0.1875,0.0,other,1.25645105654496
C24H33O11P,540.172291162162,24,33,11,0,0,1,CHOP,8.5,1.375,0.4583333333333333,0.0,0.17142857142857143,-0.666666666666667,CRAM,1.057911752875424
C27H32O5N3SP,540.17262,27,32,5,3,1,1,CHONSP,13.5,1.1851851851851851,0.18518518518518517,0.1111111111111111,0.4358974358974359,-0.5925925925925926,CRAM,0.9506906511653844
C24H32O13,540.180302880952,24,32,13,0,0,0,CHO,9.0,1.3333333333333333,0.5416666666666666,0.0,0.14285714285714285,-0.25,other,1.2549264471898585
C24H32O13,540.180658,24,32,13,0,0,0,CHO,9.0,1.3333333333333333,0.5416666666666666,0.0,0.14285714285714285,-0.25,other,1.2549264471898585
C25H37O10P,540.2086164,25,37,10,0,0,1,CHOP,7.5,1.48,0.4,0.0,0.13157894736842105,-0.8799999999999999,CRAM,1.0817430928731224
C28H36O4N3SP,540.2089944,28,36,4,3,1,1,CHONSP,12.5,1.2857142857142858,0.14285714285714285,0.10714285714285714,0.38095238095238093,-0.7857142857142856,CRAM,0.9633585590518574
C25H36O12,540.216675,25,36,12,0,0,0,CHO,8.0,1.44,0.48,0.0,0.10526315789473684,-0.4800000000000004,CRAM,1.0832264379502348
C27H45O8P,540.281254,27,45,8,0,0,1,CHOP,5.5,1.6666666666666667,0.2962962962962963,0.0,0.06818181818181818,-1.2592592592592595,lipid_like,1.3400140756987295
C27H45O8P,540.281533,27,45,8,0,0,1,CHOP,5.5,1.6666666666666667,0.2962962962962963,0.0,0.06818181818181818,-1.2592592592592595,lipid_like,1.3400140756987295
C19H10O9S5,540.885434538461,19,10,9,0,5,0,CHOS,15.0,0.5263157894736842,0.47368421052631576,0.0,0.5789473684210527,0.9473684210526314,aromatic,0.8423494784520829
C21H18O17,541.047053217391,21,18,17,0,0,0,CHO,13.0,0.8571428571428571,0.8095238095238095,0.0,0.36,0.7619047619047619,other,1.2625788147396326
C21H18O17,541.04735,21,18,17,0,0,0,CHO,13.0,0.8571428571428571,0.8095238095238095,0.0,0.36,0.7619047619047619,other,1.2625788147396326
C25H18O14,541.062300941177,25,18,14,0,0,0,CHO,17.0,0.72,0.56,0.0,0.5555555555555556,0.3999999999999999,aromatic,0.8870874422180772
C25H18O14,541.0626835,25,18,14,0,0,0,CHO,17.0,0.72,0.56,0.0,0.5555555555555556,0.3999999999999999,aromatic,0.8870874422180772
C24H18O13N2,541.0737025,24,18,13,2,0,0,CHON,17.0,0.75,0.5416666666666666,0.08333333333333333,0.6129032258064516,0.5833333333333335,aromatic,0.9291781799585349
C23H27O9S2P,541.076058,23,27,9,0,2,1,CHOSP,10.5,1.173913043478261,0.391304347826087,0.0,0.25806451612903225,-0.43478260869565233,CRAM,0.981936959191248
C22H22O16,541.083482066667,22,22,16,0,0,0,CHO,12.0,1.0,0.7272727272727273,0.0,0.2857142857142857,0.4545454545454546,other,1.2626757440898522
C18H26O15N2S,541.098255833333,18,26,15,2,1,0,CHONS,7.0,1.4444444444444444,0.8333333333333334,0.1111111111111111,0.0,0.6666666666666665,protein_like,1.1032706543578499
C26H22O13,541.098758575,26,22,13,0,0,0,CHO,16.0,0.8461538461538461,0.5,0.0,0.48717948717948717,0.15384615384615374,other,1.2635656482172217
C29H23O5N2SP,541.0991195,29,23,5,2,1,1,CHONSP,19.5,0.7931034482758621,0.1724137931034483,0.06896551724137931,0.6666666666666666,-0.3448275862068968,condensed_aromatic,0.95943922661982
C27H27O8SP,541.109272,27,27,8,0,1,1,CHOSP,14.5,1.0,0.2962962962962963,0.0,0.4523809523809524,-0.5185185185185182,CRAM,0.8801307423653965
C18H38O8S5,541.109662,18,38,8,0,5,0,CHOS,0.0,2.111111111111111,0.4444444444444444,0.0,0.0,-0.666666666666667,lipid_like,1.1826298394913008
C23H26O15,541.119910166667,23,26,15,0,0,0,CHO,11.0,1.1304347826086956,0.6521739130434783,0.0,0.22580645161290322,0.17391304347826075,other,1.2621840199511776
C27H26O12,541.13518244898,27,26,12,0,0,0,CHO,15.0,0.9629629629629629,0.4444444444444444,0.0,0.42857142857142855,-0.0740740740740744,CRAM,0.9001562032647167
C30H27O4N2SP,541.135539666667,30,27,4,2,1,1,CHONSP,18.5,0.9,0.13333333333333333,0.06666666666666667,0.6041666666666666,-0.5333333333333332,aromatic,0.8761478151374249
C24H30O14,541.156309338028,24,30,14,0,0,0,CHO,10.0,1.25,0.5833333333333334,0.0,0.17647058823529413,-0.08333333333333304,other,1.2610844499415865
C35H26O6,541.1655436,35,26,6,0,0,0,CHO,23.0,0.7428571428571429,0.17142857142857143,0.0,0.625,-0.40000000000000036,aromatic,0.78787906783269
C35H26O6,541.165924,35,26,6,0,0,0,CHO,23.0,0.7428571428571429,0.17142857142857143,0.0,0.625,-0.40000000000000036,aromatic,0.78787906783269
C28H30O11,541.171570853659,28,30,11,0,0,0,CHO,14.0,1.0714285714285714,0.39285714285714285,0.0,0.37777777777777777,-0.2857142857142856,CRAM,0.9241360156565593
C21H38O8N2S3,541.171847,21,38,8,2,3,0,CHONS,4.0,1.8095238095238095,0.38095238095238093,0.09523809523809523,0.0,-0.4761904761904763,lipid_like,1.5111507101054018
C25H34O13,541.192712746032,25,34,13,0,0,0,CHO,9.0,1.36,0.52,0.0,0.13513513513513514,-0.3200000000000003,other,1.259344254281164
C29H38O2N2S3,541.202233,29,38,2,2,3,0,CHONS,12.0,1.3103448275862069,0.06896551724137931,0.06896551724137931,0.30434782608695654,-0.7586206896551726,CRAM,0.9060778160716811
C29H34O10,541.207958833333,29,34,10,0,0,0,CHO,13.0,1.1724137931034482,0.3448275862068966,0.0,0.3333333333333333,-0.4827586206896548,CRAM,0.9472741720896188
C26H38O12,541.22906964,26,38,12,0,0,0,CHO,8.0,1.4615384615384615,0.46153846153846156,0.0,0.1,-0.5384615384615383,CRAM,1.0874478318862926
C23H43O12P,541.242052,23,43,12,0,0,1,CHOP,2.5,1.8695652173913044,0.5217391304347826,0.0,0.0,-1.0434782608695654,carbohydrate_like,1.2706323752863975
C30H38O9,541.244561,30,38,9,0,0,0,CHO,12.0,1.2666666666666666,0.3,0.0,0.29411764705882354,-0.666666666666667,CRAM,0.9694366099021561
C27H42O11,541.265498,27,42,11,0,0,0,CHO,7.0,1.5555555555555556,0.4074074074074074,0.0,0.06976744186046512,-0.7407407407407405,lipid_like,1.144392658614545
C28H47O8P,541.2936335,28,47,8,0,0,1,CHOP,5.5,1.6785714285714286,0.2857142857142857,0.0,0.06521739130434782,-1.2857142857142856,lipid_like,1.3438907660740775
C21H21O16N,542.078722,21,21,16,1,0,0,CHON,12.0,1.0,0.7619047619047619,0.047619047619047616,0.2916666666666667,0.6666666666666665,N_containing,1.265881977204834
C21H22O16,542.086744928571,21,22,16,0,0,0,CHO,11.0,1.0476190476190477,0.7619047619047619,0.0,0.23076923076923078,0.4761904761904763,other,1.2575412111307567
C15H31O14NSP2,542.087143333333,15,31,14,1,1,2,CHONSP,1.0,2.066666666666667,0.9333333333333333,0.06666666666666667,0.0,-0.5333333333333332,carbohydrate_like,1.0758317304439788
C25H21O13N,542.093936666667,25,21,13,1,0,0,CHON,16.0,0.84,0.52,0.04,0.5142857142857142,0.31999999999999984,aromatic,0.9310945441647651
C22H25O15N,542.115191,22,25,15,1,0,0,CHON,11.0,1.1363636363636365,0.6818181818181818,0.045454545454545456,0.2222222222222222,0.36363636363636376,N_containing,1.2656536810484162
C25H26O7N3SP,542.115545,25,26,7,3,1,1,CHONSP,14.5,1.04,0.28,0.12,0.5151515151515151,-0.2400000000000002,aromatic,0.9670735853642071
C27H30O5NS2P,542.123097961539,27,30,5,1,2,1,CHONSP,13.5,1.1111111111111112,0.18518518518518517,0.037037037037037035,0.4146341463414634,-0.666666666666667,CRAM,0.909549885091307
C26H25O12N,542.1302835,26,25,12,1,0,0,CHON,15.0,0.9615384615384616,0.46153846153846156,0.038461538461538464,0.4473684210526316,0.0769230769230771,CRAM,0.9372552646270367
C25H25O11N3,542.1415255,25,25,11,3,0,0,CHON,15.0,1.0,0.44,0.12,0.48484848484848486,0.2400000000000002,CRAM,0.9669444254482177
C23H29O14N,542.151459032258,23,29,14,1,0,0,CHON,10.0,1.2608695652173914,0.6086956521739131,0.043478260869565216,0.16666666666666666,0.08695652173913038,N_containing,1.2647918226190376
C23H30O14,542.1595672,23,30,14,0,0,0,CHO,9.0,1.3043478260869565,0.6086956521739131,0.0,0.125,-0.08695652173913082,other,1.25645105654496
C26H29O8N3S,542.160213,26,29,8,3,1,0,CHONS,14.0,1.1153846153846154,0.3076923076923077,0.11538461538461539,0.4166666666666667,-0.07692307692307665,CRAM,0.9720372364684604
C24H33O13N,542.187884555556,24,33,13,1,0,0,CHON,9.0,1.375,0.5416666666666666,0.041666666666666664,0.12121212121212122,-0.16666666666666696,protein_like,1.0446005465972692
C24H16O15,543.041706307692,24,16,15,0,0,0,CHO,17.0,0.6666666666666666,0.625,0.0,0.5757575757575758,0.5833333333333335,aromatic,0.8839850901154809
C21H20O17,543.062804484848,21,20,17,0,0,0,CHO,12.0,0.9523809523809523,0.8095238095238095,0.0,0.28,0.6666666666666665,other,1.2625788147396326
C25H20O14,543.07805577551,25,20,14,0,0,0,CHO,16.0,0.8,0.56,0.0,0.5,0.31999999999999984,aromatic,0.8992355903662254
C28H21O6N2SP,543.078458,28,21,6,2,1,1,CHONSP,19.5,0.75,0.21428571428571427,0.07142857142857142,0.6904761904761905,-0.2142857142857144,condensed_aromatic,0.965658265630583
C14H31O14NSP2,543.090594,14,31,14,1,1,2,CHONSP,0.0,2.2142857142857144,1.0,0.07142857142857142,0.0,-0.5714285714285712,carbohydrate_like,1.1003686317961634
C22H24O16,543.099142090909,22,24,16,0,0,0,CHO,11.0,1.0909090909090908,0.7272727272727273,0.0,0.21428571428571427,0.36363636363636376,other,1.2626757440898522
C25H25O8N2SP,543.099792,25,25,8,2,1,1,CHONSP,14.5,1.0,0.32,0.08,0.5,-0.2400000000000002,aromatic,0.9316075485292683
C26H24O13,543.114398830189,26,24,13,0,0,0,CHO,15.0,0.9230769230769231,0.5,0.0,0.4358974358974359,0.0769230769230771,other,1.2635656482172217
C29H25O5N2SP,543.114783333333,29,25,5,2,1,1,CHONSP,18.5,0.8620689655172413,0.1724137931034483,0.06896551724137931,0.6222222222222222,-0.4137931034482758,aromatic,0.8871577451383384
C23H28O15,543.135502051724,23,28,15,0,0,0,CHO,10.0,1.2173913043478262,0.6521739130434783,0.0,0.16129032258064516,0.08695652173913038,other,1.2621840199511776
C26H29O7N2SP,543.136162,26,29,7,2,1,1,CHONSP,13.5,1.1153846153846154,0.2692307692307692,0.07692307692307693,0.43243243243243246,-0.4615384615384617,CRAM,0.9575331499435954
C15H33O17N2P,543.1444115,15,33,17,2,0,1,CHONP,0.5,2.2,1.1333333333333333,0.13333333333333333,0.0,0.1333333333333333,carbohydrate_like,1.1419166193514592
C34H24O7,543.1450464,34,24,7,0,0,0,CHO,23.0,0.7058823529411765,0.20588235294117646,0.0,0.639344262295082,-0.2941176470588234,aromatic,0.7945365700192975
C16H37O12N2S2P,543.145357,16,37,12,2,2,1,CHONSP,-0.5,2.3125,0.75,0.125,0.0,-0.5,carbohydrate_like,1.132979334083989
C27H28O12,543.150701842105,27,28,12,0,0,0,CHO,14.0,1.037037037037037,0.4444444444444444,0.0,0.38095238095238093,-0.14814814814814792,CRAM,0.92748953659805
C20H36O9N2S3,543.151113333333,20,36,9,2,3,0,CHONS,4.0,1.8,0.45,0.1,0.0,-0.2999999999999998,lipid_like,1.515509802425794
C24H33O12P,543.163863633803,24,33,12,0,0,1,CHOP,8.5,1.375,0.5,0.0,0.14705882352941177,-0.583333333333333,other,1.248275297525596
C24H32O14,543.171844,24,32,14,0,0,0,CHO,9.0,1.3333333333333333,0.5833333333333334,0.0,0.11764705882352941,-0.16666666666666696,other,1.2610844499415865
C35H28O6,543.181377583333,35,28,6,0,0,0,CHO,22.0,0.8,0.17142857142857143,0.0,0.59375,-0.4571428571428573,aromatic,0.8220457344993567
C28H32O11,543.187094614035,28,32,11,0,0,0,CHO,13.0,1.1428571428571428,0.39285714285714285,0.0,0.3333333333333333,-0.35714285714285676,CRAM,0.9514693489898927
C28H32O11,543.187476,28,32,11,0,0,0,CHO,13.0,1.1428571428571428,0.39285714285714285,0.0,0.3333333333333333,-0.35714285714285676,CRAM,0.9514693489898927
C25H37O11P,543.200184442857,25,37,11,0,0,1,CHOP,7.5,1.48,0.44,0.0,0.10810810810810811,-0.7999999999999998,CRAM,1.089662893300063
C25H36O13,543.208202,25,36,13,0,0,0,CHO,8.0,1.44,0.52,0.0,0.08108108108108109,-0.40000000000000036,other,1.259344254281164
C29H40O2N2S3,543.217866333333,29,40,2,2,3,0,CHONS,11.0,1.3793103448275863,0.06896551724137931,0.06896551724137931,0.2608695652173913,-0.8275862068965516,CRAM,0.9334111494050145
C29H36O10,543.223485041667,29,36,10,0,0,0,CHO,12.0,1.2413793103448276,0.3448275862068966,0.0,0.2916666666666667,-0.5517241379310347,CRAM,0.9746075054229522
C29H36O10,543.2238575,29,36,10,0,0,0,CHO,12.0,1.2413793103448276,0.3448275862068966,0.0,0.2916666666666667,-0.5517241379310347,CRAM,0.9746075054229522
C26H41O10P,543.236551469388,26,41,10,0,0,1,CHOP,6.5,1.5769230769230769,0.38461538461538464,0.0,0.075,-1.0,lipid_like,1.1905144868091802
C26H40O12,543.24458025,26,40,12,0,0,0,CHO,7.0,1.5384615384615385,0.46153846153846156,0.0,0.05,-0.615384615384615,lipid_like,1.1475811652196257
C29H41O4N2SP,543.245219,29,41,4,2,1,1,CHONSP,10.5,1.4137931034482758,0.13793103448275862,0.06896551724137931,0.2826086956521739,-1.0344827586206895,CRAM,1.0046748885753896
C30H40O9,543.259871384615,30,40,9,0,0,0,CHO,11.0,1.3333333333333333,0.3,0.0,0.2549019607843137,-0.7333333333333334,CRAM,0.9967699432354894
C30H40O9,543.2602215,30,40,9,0,0,0,CHO,11.0,1.3333333333333333,0.3,0.0,0.2549019607843137,-0.7333333333333334,CRAM,0.9967699432354894
C27H45O9P,543.272781222222,27,45,9,0,0,1,CHOP,5.5,1.6666666666666667,0.3333333333333333,0.0,0.046511627906976744,-1.1851851851851851,lipid_like,1.3498012583269952
C32H49O3SP,543.306657,32,49,3,0,1,1,CHOSP,8.5,1.53125,0.09375,0.0,0.21052631578947367,-1.4375,lipid_like,1.0079335622769339
C24H19O14N,544.0734164,24,19,14,1,0,0,CHON,16.0,0.7916666666666666,0.5833333333333334,0.041666666666666664,0.53125,0.5,aromatic,0.929125216015664
C25H23O13N,544.109811333333,25,23,13,1,0,0,CHON,15.0,0.92,0.52,0.04,0.45714285714285713,0.2400000000000002,N_containing,1.2676850203552412
